순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
462,077970,STX엔진,"14,350","-350","-2.4","193,849","2,829,422,000","330,177,772,400","0.02","23,008,904",,,
463,044820,코스맥스비티아이,"34,350","550","1.6","23,513","803,154,600","329,894,686,350","0.02","9,603,921",,,
464,064240,홈캐스트,"10,200","50","0.5","743,092","7,635,549,400","328,653,108,600","0.02","32,220,893",,,
465,141080,레고켐바이오,"33,000","700","2.2","42,469","1,383,079,100","328,501,371,000","0.02","9,954,587",,,
466,014620,성광벤드,"11,450","-200","-1.7","325,366","3,711,800,450","327,470,000,000","0.02","28,600,000",,,
467,007810,코리아써키트,"13,800","30","0.0","159,651","2,211,525,500","325,966,363,800","0.02","23,620,751",,,
468,002810,삼영무역,"19,700","250","1.3","26,287","514,470,050","324,392,473,100","0.02","16,466,623",,,
469,004130,대덕GDS,"15,650","50","0.3","138,673","2,152,635,650","322,008,343,450","0.02","20,575,613",,,
470,035600,KG이니시스,"12,100","200","1.7","175,080","2,102,523,950","321,618,980,100","0.02","26,580,081",,,
471,195870,해성디에스,"18,900","-1,850","-8.9","320,816","6,304,565,050","321,300,000,000","0.02","17,000,000",,,
472,068240,다원시스,"13,200","650","5.2","533,408","6,980,183,800","320,722,274,400","0.02","24,297,142",,,
473,010955,S-Oil우,"79,600","-800","-1.0","20,207","1,608,135,300","320,145,389,200","0.02","4,021,927",,,
474,900140,코라오홀딩스,"6,610","-100","-1.5","189,140","1,254,170,330","316,417,447,880","0.02","47,869,508",,,
475,004150,한솔홀딩스,"6,810","-50","-0.7","115,058","783,441,550","315,710,721,510","0.02","46,359,871",,,
476,057500,SKC 솔믹스,"5,100","-60","-1.2","568,733","2,894,217,510","313,619,604,000","0.02","61,494,040",,,
477,001130,대한제분,"185,500","1,000","0.5","1,861","344,239,000","313,495,000,000","0.02","1,690,000",,,
478,016580,환인제약,"16,800","-350","-2.0","71,817","1,212,540,450","312,481,176,000","0.02","18,600,070",,,
479,014200,광림,"6,440","260","4.2","2,119,690","13,636,017,470","312,330,249,840","0.02","48,498,486",,,
480,067290,JW신약,"7,890","-10","-0.1","162,219","1,277,051,910","310,785,403,650","0.02","39,389,785",,,
481,002390,한독,"24,600","550","2.3","54,303","1,323,969,750","309,814,368,000","0.02","12,594,080",,,
482,009680,모토닉,"9,380","170","1.8","38,887","363,572,000","309,540,000,000","0.02","33,000,000",,,
483,228850,레이언스,"18,600","300","1.6","18,671","344,321,350","308,592,860,400","0.02","16,591,014",,,
484,043370,평화정공,"14,550","-250","-1.7","87,854","1,282,447,300","305,550,000,000","0.02","21,000,000",,,
485,000250,삼천당제약,"13,800","50","0.4","207,189","2,816,688,700","305,060,219,400","0.02","22,105,813",,,
486,036630,세종텔레콤,"1,015","17","1.7","4,876,049","4,881,363,474","304,831,017,890","0.02","300,326,126",,,
487,033270,유나이티드제약,"18,750","-200","-1.1","35,435","666,374,500","303,887,287,500","0.02","16,207,322",,,
488,095570,AJ네트웍스,"6,490","100","1.6","102,966","656,383,590","303,876,694,550","0.02","46,822,295",,,
489,010050,우리종금,"640","4","0.6","1,822,049","1,169,139,033","303,490,179,840","0.02","474,203,406",,,
490,004360,세방,"15,500","30","0.0","9,463","146,144,200","299,284,695,000","0.02","19,308,690",,,
491,004380,삼익THK,"14,250","-50","-0.4","150,397","2,149,619,550","299,250,000,000","0.02","21,000,000",,,
492,074600,원익QnC,"11,350","200","1.8","237,858","2,678,527,500","298,368,800,000","0.02","26,288,000",,,
493,025000,KPX케미칼,"61,600","700","1.2","5,061","309,975,200","298,144,000,000","0.02","4,840,000",,,
494,003570,S&T중공업,"9,180","230","2.6","107,556","976,352,700","298,106,170,020","0.02","32,473,439",,,
495,095660,네오위즈,"13,600","50","0.4","89,174","1,206,743,250","298,044,108,800","0.02","21,915,008",,,
496,005090,삼광글라스,"61,300","400","0.7","11,756","718,021,200","297,575,823,400","0.02","4,854,418",,,
497,003060,에이프로젠제약,"3,660","90","2.5","877,468","3,207,298,095","296,033,416,020","0.02","80,883,447",,,
498,005960,동부건설,"14,200","30","0.0","250,277","3,622,238,550","295,768,917,400","0.02","20,828,797",,,
499,017960,한국카본,"6,710","-30","-0.4","196,937","1,320,750,760","294,976,679,470","0.02","43,960,757",,,
500,000540,흥국화재,"4,590","155","3.5","1,052,790","4,687,941,880","294,873,740,550","0.02","64,242,645",,,
501,217480,에스디생명공학,"13,350","-750","-5.3","1,918,321","25,896,157,350","294,559,740,000","0.02","22,064,400",,,
502,011760,현대상사,"22,200","400","1.8","96,296","2,128,038,900","293,683,045,200","0.02","13,228,966",,,
503,007690,국도화학,"50,500","300","0.6","33,143","1,678,683,100","293,436,108,000","0.02","5,810,616",,,
504,000430,대원강업,"4,700","50","1.1","47,035","218,984,240","291,400,000,000","0.02","62,000,000",,,
505,215790,이노인스트루먼트,"2,905","25","0.9","249,175","720,330,855","290,255,247,940","0.02","99,915,748",,,
506,082740,두산엔진,"4,175","-75","-1.8","774,605","3,212,102,565","290,162,500,000","0.02","69,500,000",,,
507,005740,크라운해태홀딩스,"29,750","50","0.2","211,730","6,338,535,900","289,339,575,000","0.02","9,725,700",,,
508,019210,와이지-원,"11,800","50","0.4","229,291","2,757,009,650","289,108,142,000","0.02","24,500,690",,,
509,200670,휴메딕스,"32,350","50","0.2","29,906","963,492,600","288,498,982,200","0.02","8,918,052",,,
510,183190,아세아시멘트,"87,500","500","0.6","3,204","280,462,200","288,383,287,500","0.02","3,295,809",,,
511,001250,GS글로벌,"3,455","-10","-0.3","1,105,267","3,865,742,390","285,154,154,620","0.02","82,533,764",,,
512,033240,자화전자,"15,900","30","0.0","57,726","915,790,850","284,610,000,000","0.02","17,900,000",,,
513,003200,일신방직,"118,500","1,500","1.3","4,114","487,396,000","284,400,000,000","0.02","2,400,000",,,
514,085370,루트로닉,"12,850","-200","-1.5","127,068","1,632,866,300","284,064,181,700","0.02","22,106,162",,,
515,041140,넥슨지티,"8,000","110","1.4","59,722","474,091,990","282,986,576,000","0.02","35,373,322",,,
516,114570,지스마트글로벌,"13,800","400","3.0","220,247","3,026,666,000","281,918,571,600","0.02","20,428,882",,,
517,095720,웅진씽크빅,"8,110","-100","-1.2","202,469","1,641,715,940","280,777,648,150","0.02","34,621,165",,,
518,052260,SK바이오랜드,"18,600","-150","-0.8","30,344","565,292,650","279,000,000,000","0.02","15,000,000",,,
519,102710,이엔에프테크놀로지,"19,600","400","2.1","145,844","2,833,049,500","278,320,000,000","0.02","14,200,000",,,
520,087010,펩트론,"41,800","200","0.5","20,794","864,561,850","277,764,636,600","0.02","6,645,087",,,
521,065160,에프티이앤이,"5,120","180","3.6","247,159","1,256,307,495","277,502,899,200","0.02","54,199,785",,,
522,000140,하이트진로홀딩스,"11,900","-150","-1.2","27,086","323,733,800","276,160,503,500","0.02","23,206,765",,,
523,007210,벽산,"4,010","375","10.3","4,737,832","18,586,356,195","274,925,600,000","0.02","68,560,000",,,
524,064260,다날,"6,050","20","0.3","647,949","3,923,097,780","274,594,072,500","0.02","45,387,450",,,
525,008700,아남전자,"3,555","-50","-1.4","4,166,410","14,982,666,535","274,178,735,100","0.02","77,124,820",,,
526,079980,휴비스,"7,940","200","2.6","141,219","1,109,250,440","273,930,000,000","0.02","34,500,000",,,
527,092230,KPX홀딩스,"64,800","200","0.3","1,276","82,282,900","273,757,060,800","0.02","4,224,646",,,
528,002000,한국유리,"27,150","50","0.2","827","22,411,250","273,662,769,000","0.02","10,079,660",,,
529,168330,내츄럴엔도텍,"14,050","150","1.1","118,939","1,656,742,750","273,643,869,600","0.02","19,476,432",,,
530,036530,S&T홀딩스,"17,250","650","3.9","62,620","1,065,950,500","273,069,311,250","0.02","15,830,105",,,
531,215360,우리산업,"29,900","2,750","10.1","1,036,939","30,376,736,100","273,051,673,700","0.02","9,132,163",,,
532,027050,코리아나,"6,790","110","1.6","359,529","2,439,872,190","271,600,000,000","0.02","40,000,000",,,
533,039570,아이콘트롤스,"33,000","1,950","6.3","162,313","5,292,546,950","271,590,000,000","0.02","8,230,000",,,
534,141000,비아트론,"22,400","950","4.4","273,464","6,072,809,750","271,369,504,000","0.02","12,114,710",,,
535,900290,GRT,"4,025","-5","-0.1","309,856","1,239,505,900","271,184,375,000","0.02","67,375,000",,,
536,005680,삼영전자,"13,550","200","1.5","44,857","602,756,050","271,000,000,000","0.02","20,000,000",,,
537,006380,카프로,"6,770","-190","-2.7","669,271","4,598,969,520","270,800,000,000","0.02","40,000,000",,,
538,043610,지니뮤직,"5,480","-170","-3.0","643,278","3,552,692,960","269,576,286,440","0.02","49,192,753",,,
539,054950,제이브이엠,"42,500","200","0.5","6,132","259,900,300","269,063,590,000","0.02","6,330,908",,,
540,115160,휴맥스,"11,250","30","0.0","59,315","668,658,100","269,007,727,500","0.02","23,911,798",,,
541,038290,마크로젠,"28,450","350","1.2","29,185","830,286,450","268,239,317,150","0.02","9,428,447",,,
542,192440,슈피겐코리아,"43,150","-500","-1.2","65,631","2,840,900,300","268,236,063,450","0.02","6,216,363",,,
543,005160,동국산업,"4,940","-10","-0.2","170,090","836,421,935","267,967,741,080","0.02","54,244,482",,,
544,036800,나이스정보통신,"26,750","350","1.3","12,398","329,291,250","267,500,000,000","0.02","10,000,000",,,
545,060300,레드로버,"6,250","110","1.8","286,577","1,783,580,840","267,458,387,500","0.02","42,793,342",,,
546,001880,삼호,"17,600","550","3.2","30,354","536,795,800","267,163,881,600","0.02","15,179,766",,,
547,003560,IHQ,"1,855","15","0.8","287,544","531,986,035","266,296,483,880","0.02","143,556,056",,,
548,144510,녹십자랩셀,"25,200","50","0.2","36,583","919,211,200","265,962,160,800","0.02","10,554,054",,,
549,004700,조광피혁,"39,850","550","1.4","11,058","437,770,850","264,968,149,300","0.02","6,649,138",,,
550,032500,케이엠더블유,"16,450","350","2.2","229,199","3,567,175,750","264,845,000,000","0.02","16,100,000",,,
551,060240,룽투코리아,"12,150","-50","-0.4","160,858","1,939,449,300","263,660,710,500","0.02","21,700,470",,,
552,089470,현대EP,"8,210","10","0.1","83,229","683,359,290","261,899,000,000","0.02","31,900,000",,,
553,102260,동성코퍼레이션,"5,760","70","1.2","131,911","756,649,240","261,763,027,200","0.02","45,444,970",,,
554,137940,넥스트아이,"19,100","100","0.5","10,083","189,612,300","261,595,872,900","0.02","13,696,119",,,
555,011370,서한,"2,590","35","1.4","458,524","1,184,581,020","261,317,700,350","0.02","100,894,865",,,
556,060250,NHN한국사이버결제,"13,300","200","1.5","102,605","1,364,467,400","260,513,789,900","0.01","19,587,503",,,
557,086390,유니테스트,"12,300","250","2.1","712,972","8,551,747,300","259,949,749,800","0.01","21,134,126",,,
558,194370,제이에스코퍼레이션,"19,550","-850","-4.2","37,456","740,400,850","258,965,673,300","0.01","13,246,326",,,
559,138490,코오롱플라스틱,"6,800","160","2.4","129,236","867,721,000","258,400,000,000","0.01","38,000,000",,,
560,009580,무림P&P,"4,125","45","1.1","199,707","823,166,765","257,269,336,500","0.01","62,368,324",,,
561,035900,JYP Ent.,"7,470","220","3.0","656,180","4,866,653,040","256,900,456,260","0.01","34,390,958",,,
562,015860,일진홀딩스,"5,200","210","4.2","554,399","2,852,434,515","256,606,911,600","0.01","49,347,483",,,
563,201490,미투온,"8,510","450","5.6","591,617","4,929,621,700","256,373,298,220","0.01","30,126,122",,,
564,160550,NEW,"9,290","180","2.0","111,141","1,026,046,720","254,602,724,740","0.01","27,406,106",,,
565,071970,STX중공업,"10,300","-4,400","-29.9","149,122","1,538,869,400","254,053,115,300","0.01","24,665,351",,,
566,234080,JW생명과학,"32,050","200","0.6","90,532","2,882,015,200","253,748,727,850","0.01","7,917,277",,,
567,023160,태광,"9,530","-170","-1.8","68,991","664,030,830","252,545,000,000","0.01","26,500,000",,,
568,060720,KH바텍,"12,600","200","1.6","160,310","2,006,623,350","252,000,000,000","0.01","20,000,000",,,
569,084010,대한제강,"10,200","-50","-0.5","117,346","1,204,731,550","251,396,686,800","0.01","24,646,734",,,
570,011040,경동제약,"18,850","100","0.5","16,632","312,212,500","250,233,750,000","0.01","13,275,000",,,
571,121440,골프존뉴딘,"5,840","60","1.0","162,501","944,659,770","250,167,017,120","0.01","42,836,818",,,
572,000860,강남제비스코,"38,450","50","0.1","4,704","179,674,800","249,925,000,000","0.01","6,500,000",,,
573,052710,아모텍,"25,650","150","0.6","103,288","2,649,253,500","249,918,363,900","0.01","9,743,406",,,
574,143240,사람인에이치알,"21,450","-550","-2.5","122,888","2,640,785,550","249,554,941,350","0.01","11,634,263",,,
575,001940,KISCO홀딩스,"67,500","500","0.8","29,809","1,979,443,000","249,431,130,000","0.01","3,695,276",,,
576,040910,아이씨디,"15,100","350","2.4","262,029","3,883,431,300","249,160,026,400","0.01","16,500,664",,,
577,035890,서희건설,"1,435","-10","-0.7","2,261,892","3,243,813,405","248,926,214,075","0.01","173,467,745",,,
578,005389,현대차3우B,"99,700","200","0.2","2,900","287,810,300","247,086,410,300","0.01","2,478,299",,,
579,018120,진로발효,"32,800","100","0.3","4,249","139,171,200","246,787,200,000","0.01","7,524,000",,,
580,007860,서연,"10,500","-150","-1.4","104,938","1,098,431,700","246,538,362,000","0.01","23,479,844",,,
581,068400,AJ렌터카,"11,100","300","2.8","304,460","3,324,826,650","245,823,930,000","0.01","22,146,300",,,
582,000020,동화약품,"8,780","-30","-0.3","83,211","728,131,140","245,238,306,600","0.01","27,931,470",,,
583,040350,큐로컴,"2,620","65","2.5","2,171,940","5,766,363,275","245,107,261,800","0.01","93,552,390",,,
584,088130,동아엘텍,"21,950","-300","-1.4","156,562","3,453,085,350","244,748,997,200","0.01","11,150,296",,,
585,069110,코스온,"13,950","250","1.8","187,069","2,620,560,300","244,269,647,550","0.01","17,510,369",,,
586,005950,이수화학,"15,950","-100","-0.6","59,827","957,411,800","243,684,100,000","0.01","15,278,000",,,
587,000680,LS네트웍스,"3,080","65","2.2","14,839","45,421,170","242,713,289,280","0.01","78,803,016",,,
588,089140,넥스턴,"20,450","400","2.0","84,592","1,731,652,700","242,261,334,000","0.01","11,846,520",,,
589,031330,에스에이엠티,"2,415","45","1.9","723,120","1,741,504,910","241,488,086,805","0.01","99,995,067",,,
590,171120,라이온켐텍,"15,650","650","4.3","44,562","688,816,200","240,790,978,250","0.01","15,386,005",,,
591,900270,헝셩그룹,"3,005","-60","-2.0","1,111,701","3,352,793,610","240,400,000,000","0.01","80,000,000",,,
592,036030,KTH,"6,720","30","0.0","49,166","330,178,990","240,004,947,840","0.01","35,715,022",,,
593,003545,대신증권우,"9,230","90","1.0","77,921","716,567,630","239,980,000,000","0.01","26,000,000",,,
594,005690,파미셀,"4,100","30","0.0","212,838","871,437,590","239,473,251,000","0.01","58,408,110",,,
595,004250,NPC,"6,520","30","0.0","2,191","14,201,430","239,414,400,000","0.01","36,720,000",,,
596,178320,서진시스템,"38,250","400","1.1","40,640","1,539,861,950","239,014,190,250","0.01","6,248,737",,,
597,013990,아가방컴퍼니,"7,220","10","0.1","244,130","1,780,888,190","237,448,009,920","0.01","32,887,536",,,
598,082920,비츠로셀,"14,500","0","0.0","0","0","236,723,404,000","0.01","16,325,752",,,
599,054050,농우바이오,"16,500","150","0.9","45,978","756,662,650","235,950,000,000","0.01","14,300,000",,,
600,092200,디아이씨,"10,750","100","0.9","64,842","693,624,500","235,813,343,750","0.01","21,936,125",,,
601,001460,BYC,"377,000","4,500","1.2","709","266,543,500","235,479,855,000","0.01","624,615",,,
602,007390,네이처셀,"4,620","15","0.3","98,307","456,899,575","234,739,201,620","0.01","50,809,351",,,
603,003070,코오롱글로벌,"14,150","-50","-0.4","36,616","517,833,100","234,466,745,200","0.01","16,570,088",,,
604,900260,로스웰,"2,580","30","0.0","381,477","984,541,500","234,215,625,000","0.01","90,781,250",,,
605,900300,오가닉티코스메틱,"4,110","-5","-0.1","249,716","1,026,720,915","233,961,750,000","0.01","56,925,000",,,
606,011160,두산건설,"3,820","-20","-0.5","72,260","277,725,860","233,459,166,300","0.01","61,114,965",,,
607,107590,미원홀딩스,"125,000","28,700","29.8","432,071","50,671,792,500","233,412,375,000","0.01","1,867,299",,,
608,067160,아프리카TV,"21,450","-100","-0.5","66,186","1,415,446,000","233,198,329,650","0.01","10,871,717",,,
609,225530,보광산업,"6,760","-80","-1.2","69,756","474,257,530","233,017,200,000","0.01","34,470,000",,,
610,004060,SG세계물산,"1,150","30","0.0","619,668","713,086,075","232,788,704,000","0.01","202,424,960",,,
611,013520,화승알앤에이,"3,595","-10","-0.3","459,404","1,666,270,155","232,097,549,950","0.01","64,561,210",,,
612,004970,신라교역,"14,400","200","1.4","15,234","217,454,900","230,400,000,000","0.01","16,000,000",,,
613,033640,네패스,"10,550","30","0.0","131,488","1,383,828,600","230,255,585,700","0.01","21,825,174",,,
614,060280,큐렉소,"8,540","-110","-1.3","58,335","499,073,050","230,194,555,640","0.01","26,954,866",,,
615,067390,아스트,"15,900","30","0.0","79,144","1,250,628,650","229,647,500,100","0.01","14,443,239",,,
616,000970,한국주철관,"10,050","-250","-2.4","471,923","4,745,657,640","229,145,025,000","0.01","22,800,500",,,
617,035150,백산,"9,450","460","5.1","256,915","2,393,076,720","228,690,000,000","0.01","24,200,000",,,
618,220630,해마로푸드서비스,"2,450","20","0.8","1,007,373","2,432,375,555","228,270,875,700","0.01","93,171,786",,,
619,264900,크라운제과,"18,200","-150","-0.8","111,779","2,042,077,850","227,934,070,000","0.01","12,523,850",,,
620,067000,조이시티,"19,300","50","0.3","104,780","2,011,964,700","227,419,523,500","0.01","11,783,395",,,
621,015360,예스코,"37,900","-50","-0.1","7,853","297,898,550","227,400,000,000","0.01","6,000,000",,,
622,222800,심텍,"9,980","360","3.7","567,914","5,654,239,960","227,074,530,820","0.01","22,752,959",,,
623,092730,네오팜,"30,300","500","1.7","27,230","820,766,500","226,075,481,100","0.01","7,461,237",,,
624,002030,아세아,"103,000","2,000","2.0","4,323","441,600,000","225,675,472,000","0.01","2,191,024",,,
625,001790,대한제당,"25,400","30","0.0","4,504","114,185,800","224,536,050,800","0.01","8,840,002",,,
626,054670,대한뉴팜,"15,600","30","0.0","54,278","846,545,250","223,936,752,000","0.01","14,354,920",,,
627,095270,웨이브일렉트로,"21,000","-450","-2.1","17,533","370,263,900","223,744,500,000","0.01","10,654,500",,,
628,012690,모나리자,"6,110","-40","-0.6","554,119","3,417,272,380","223,450,368,050","0.01","36,571,255",,,
629,045100,한양이엔지,"12,400","50","0.4","36,907","460,303,500","223,200,000,000","0.01","18,000,000",,,
630,097955,CJ제일제당 우,"167,500","1,500","0.9","4,182","695,744,500","222,345,027,500","0.01","1,327,433",,,
631,046440,KG모빌리언스,"7,480","60","0.8","167,488","1,246,349,910","222,241,429,080","0.01","29,711,421",,,
632,027390,한화갤러리아타임월드,"37,000","900","2.5","38,831","1,427,772,850","222,004,847,000","0.01","6,000,131",,,
633,115180,큐리언트,"29,700","-300","-1.0","87,251","2,593,679,750","221,399,065,800","0.01","7,454,514",,,
634,060150,인선이엔티,"6,350","-70","-1.1","334,139","2,128,510,470","220,481,734,550","0.01","34,721,533",,,
635,004440,대림씨엔에스,"17,300","550","3.3","116,552","1,994,194,200","220,262,683,100","0.01","12,731,947",,,
636,214180,민앤지,"18,500","650","3.6","214,000","3,909,259,000","219,902,618,000","0.01","11,886,628",,,
637,001270,부국증권,"21,150","450","2.2","10,246","215,122,750","219,323,088,900","0.01","10,369,886",,,
638,002630,오리엔트바이오,"1,355","-30","-2.2","1,906,971","2,594,868,450","218,237,443,620","0.01","161,060,844",,,
639,089030,테크윙,"12,050","50","0.4","79,991","959,586,000","217,910,621,450","0.01","18,083,869",,,
640,004870,티웨이홀딩스,"3,155","120","4.0","2,106,948","6,650,098,085","217,107,990,165","0.01","68,813,943",,,
641,030210,KTB투자증권,"3,585","-15","-0.4","328,627","1,182,793,700","216,226,019,820","0.01","60,314,092",,,
642,036190,금화피에스시,"35,950","-550","-1.5","6,869","246,634,650","215,700,000,000","0.01","6,000,000",,,
643,000180,성창기업지주,"3,080","30","0.0","111,199","341,566,510","214,834,928,000","0.01","69,751,600",,,
644,093920,서원인텍,"11,500","30","0.0","45,275","519,902,800","213,900,000,000","0.01","18,600,000",,,
645,010690,화신,"6,120","30","0.5","52,855","323,031,810","213,712,909,200","0.01","34,920,410",,,
646,104480,티케이케미칼,"2,350","-15","-0.6","979,020","2,298,799,965","213,604,269,900","0.01","90,895,434",,,
647,067830,세이브존I&C,"5,200","10","0.2","23,976","123,909,830","213,412,654,000","0.01","41,040,895",,,
648,002450,삼익악기,"2,350","-10","-0.4","793,294","1,877,040,125","212,747,650,250","0.01","90,530,915",,,
649,018310,삼목에스폼,"14,450","800","5.9","283,223","4,014,993,200","212,415,000,000","0.01","14,700,000",,,
650,000700,유수홀딩스,"8,150","70","0.9","155,014","1,258,057,830","212,240,767,800","0.01","26,041,812",,,
651,063570,한국전자금융,"8,150","50","0.6","257,503","2,117,888,810","212,022,323,350","0.01","26,015,009",,,
652,102280,쌍방울,"1,640","30","1.9","903,481","1,482,701,545","211,763,709,320","0.01","129,124,213",,,
653,037950,엘컴텍,"2,495","10","0.4","413,415","1,033,569,730","210,696,559,905","0.01","84,447,519",,,
654,011280,태림포장,"2,960","30","1.0","66,357","195,759,475","209,585,582,400","0.01","70,805,940",,,
655,000390,삼화페인트,"8,230","60","0.7","37,943","311,249,120","208,948,787,020","0.01","25,388,674",,,
656,002840,미원상사,"239,000","6,500","2.8","3,079","775,928,000","208,647,000,000","0.01","873,000",,,
657,054780,키이스트,"2,685","20","0.8","330,834","878,767,805","207,962,564,265","0.01","77,453,469",,,
658,004540,깨끗한나라,"5,580","50","0.9","82,502","461,096,850","207,780,897,600","0.01","37,236,720",,,
659,044450,KSS해운,"8,960","40","0.4","53,907","481,434,640","207,745,484,800","0.01","23,185,880",,,
660,068790,DMS,"9,150","150","1.7","347,433","3,166,935,930","206,629,756,050","0.01","22,582,487",,,
661,109610,에스와이패널,"8,550","50","0.6","330,281","2,851,976,950","206,055,000,000","0.01","24,100,000",,,
662,067170,오텍,"14,900","500","3.5","329,745","4,845,563,550","205,825,396,500","0.01","13,813,785",,,
663,900040,차이나그레이트,"1,630","30","1.9","268,163","434,139,560","205,162,487,910","0.01","125,866,557",,,
664,094280,효성ITX,"17,750","50","0.3","45,513","809,154,000","205,158,050,000","0.01","11,558,200",,,
665,053300,한국정보인증,"6,570","10","0.2","149,975","979,648,440","204,754,050,000","0.01","31,165,000",,,
666,021320,KCC건설,"9,560","130","1.4","40,601","387,180,890","204,584,000,000","0.01","21,400,000",,,
667,002460,화성산업,"16,400","300","1.9","53,840","874,480,300","204,193,120,000","0.01","12,450,800",,,
668,034950,한국기업평가,"44,950","250","0.6","1,864","84,176,050","204,096,104,300","0.01","4,540,514",,,
669,067280,멀티캠퍼스,"34,400","200","0.6","5,835","199,642,100","203,881,197,600","0.01","5,926,779",,,
670,052330,코텍,"13,050","-100","-0.8","76,029","998,267,100","203,247,903,600","0.01","15,574,552",,,
671,033160,엠케이전자,"9,320","-170","-1.8","229,545","2,152,015,100","203,247,661,480","0.01","21,807,689",,,
672,064800,필링크,"4,075","45","1.1","166,489","674,035,900","202,916,805,125","0.01","49,795,535",,,
673,001045,CJ우,"89,400","500","0.6","9,255","827,161,900","202,063,936,200","0.01","2,260,223",,,
674,004960,한신공영,"19,850","30","0.0","41,261","820,836,750","201,804,131,750","0.01","10,166,455",,,
675,191420,테고사이언스,"54,400","2,600","5.0","56,232","3,010,806,700","201,435,420,800","0.01","3,702,857",,,
676,002600,조흥,"335,000","22,000","7.0","1,398","456,552,000","201,000,000,000","0.01","600,000",,,
677,123420,선데이토즈,"21,000","200","1.0","30,470","638,011,100","200,966,682,000","0.01","9,569,842",,,
678,100220,비상교육,"15,450","100","0.6","37,344","582,368,550","200,799,648,450","0.01","12,996,741",,,
679,041440,에버다임,"11,200","300","2.8","139,536","1,542,473,800","200,658,572,800","0.01","17,915,944",,,
680,077360,덕산하이메탈,"8,830","50","0.6","51,985","452,273,030","200,604,363,830","0.01","22,718,501",,,
681,077500,유니퀘스트,"7,410","-160","-2.1","226,562","1,701,913,070","200,439,084,690","0.01","27,049,809",,,
682,199800,툴젠,"34,450","100","0.3","5,273","183,517,600","200,160,873,250","0.01","5,810,185",,,
683,004840,DRB동일,"10,500","50","0.5","16,665","173,907,550","199,500,000,000","0.01","19,000,000",,,
684,229640,LS전선아시아,"6,510","130","2.0","88,642","575,124,830","199,367,962,290","0.01","30,624,879",,,
685,074430,아미노로직스,"2,265","15","0.7","214,186","489,193,660","198,927,801,660","0.01","87,826,844",,,
686,097520,엠씨넥스,"22,100","500","2.3","194,347","4,303,391,700","198,860,617,800","0.01","8,998,218",,,
687,143210,핸즈코퍼레이션,"9,090","-40","-0.4","35,269","321,112,070","198,737,106,120","0.01","21,863,268",,,
688,033560,블루콤,"10,350","-150","-1.4","129,771","1,341,534,150","198,720,000,000","0.01","19,200,000",,,
689,000320,노루홀딩스,"15,000","-100","-0.7","24,241","368,025,900","197,979,165,000","0.01","13,198,611",,,
690,900250,크리스탈신소재,"2,915","-20","-0.7","421,701","1,224,239,380","197,589,928,580","0.01","67,783,852",,,
691,004560,현대비앤지스틸,"13,100","-50","-0.4","40,276","529,139,500","197,532,424,100","0.01","15,078,811",,,
692,086960,MDS테크,"22,350","-250","-1.1","81,098","1,815,059,550","197,252,338,800","0.01","8,825,608",,,
693,012700,리드코프,"7,360","30","0.0","68,021","498,927,830","196,874,332,800","0.01","26,749,230",,,
694,168490,한국패러랠,"2,455","-20","-0.8","49,020","119,358,760","196,449,100,000","0.01","80,020,000",,,
695,033500,동성화인텍,"7,250","20","0.3","654,992","4,751,612,470","195,631,165,250","0.01","26,983,609",,,
696,014470,부방,"4,120","-30","-0.7","140,598","582,188,530","194,849,178,800","0.01","47,293,490",,,
697,014280,금강공업,"39,950","-550","-1.4","12,778","515,303,450","193,995,761,800","0.01","4,855,964",,,
698,109960,에이프로젠 H&G,"3,845","35","0.9","108,680","414,212,100","193,665,006,140","0.01","50,368,012",,,
699,049070,인탑스,"11,250","100","0.9","67,007","755,964,400","193,500,000,000","0.01","17,200,000",,,
700,003280,흥아해운,"1,510","30","2.0","2,681,803","4,067,378,860","192,847,279,300","0.01","127,713,430",,,
701,232140,와이아이케이,"3,180","30","0.0","576,455","1,858,425,915","192,734,890,080","0.01","60,608,456",,,
702,061460,한진피앤씨,"2,295","15","0.7","228,574","522,981,105","192,674,452,950","0.01","83,954,010",,,
703,046210,파나진,"6,020","50","0.8","23,489","140,444,500","192,289,997,200","0.01","31,941,860",,,
704,206560,덱스터,"8,750","-100","-1.1","124,559","1,097,647,650","192,012,703,750","0.01","21,944,309",,,
705,058430,포스코강판,"32,000","30","0.0","22,505","720,998,400","192,000,000,000","0.01","6,000,000",,,
706,033530,세종공업,"9,550","-30","-0.3","24,170","229,816,610","191,519,806,500","0.01","20,054,430",,,
707,017890,한국알콜,"8,850","30","0.0","54,763","484,333,550","191,210,976,000","0.01","21,605,760",,,
708,053450,세코닉스,"17,500","-300","-1.7","139,045","2,424,479,550","191,203,565,000","0.01","10,925,918",,,
709,019440,세아특수강,"22,300","-200","-0.9","5,869","131,059,950","191,111,000,000","0.01","8,570,000",,,
710,021820,세원정공,"19,100","100","0.5","2,807","53,416,500","191,000,000,000","0.01","10,000,000",,,
711,079370,제우스,"18,350","500","2.8","46,323","844,599,750","190,546,400,000","0.01","10,384,000",,,
712,193250,와이제이엠게임즈,"4,175","30","0.0","1,396,649","5,877,082,785","190,532,784,125","0.01","45,636,595",,,
