순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1347,071670,에이테크솔루션,"8,190","10","0.1","21,732","178,512,660","81,900,000,000","0.00","10,000,000",,,
1348,036090,위지트,"1,165","5","0.4","275,442","319,096,540","81,471,261,145","0.00","69,932,413",,,
1349,046940,우원개발,"5,560","120","2.2","130,784","719,039,450","81,457,291,520","0.00","14,650,592",,,
1350,013360,일성건설,"1,525","20","1.3","7,718,816","12,256,573,150","81,440,551,000","0.00","53,403,640",,,
1351,016740,두올,"4,585","50","1.1","29,414","134,306,280","81,408,967,500","0.00","17,755,500",,,
1352,014970,삼륭물산,"5,380","30","0.0","16,550","88,533,120","81,372,500,000","0.00","15,125,000",,,
1353,160600,에스엔텍,"7,020","200","2.9","59,988","420,115,720","81,279,911,700","0.00","11,578,335",,,
1354,038070,서린바이오,"12,950","250","2.0","43,879","570,495,950","81,221,027,300","0.00","6,271,894",,,
1355,036180,영인프런티어,"4,610","10","0.2","195,727","898,263,335","81,137,572,010","0.00","17,600,341",,,
1356,005420,코스모화학,"6,080","-40","-0.6","72,906","436,941,210","81,036,939,520","0.00","13,328,444",,,
1357,004830,덕성,"5,160","-10","-0.2","214,365","1,111,334,040","80,908,800,000","0.00","15,680,000",,,
1358,133820,화인베스틸,"2,520","-20","-0.8","110,573","279,671,400","80,892,000,000","0.00","32,100,000",,,
1359,079810,디이엔티,"9,000","230","2.6","61,179","548,241,030","80,815,770,000","0.00","8,979,530",,,
1360,006920,모헨즈,"7,400","110","1.5","1,222,298","8,900,299,400","80,808,000,000","0.00","10,920,000",,,
1361,122690,서진오토모티브,"5,040","-260","-4.9","3,203,613","17,329,094,000","80,803,674,000","0.00","16,032,475",,,
1362,012280,영화금속,"1,775","-5","-0.3","820,824","1,463,798,340","80,675,535,650","0.00","45,451,006",,,
1363,114630,우노앤컴퍼니,"5,940","30","0.5","70,347","419,395,980","80,629,352,100","0.00","13,573,965",,,
1364,085310,엔케이,"1,645","-20","-1.2","602,966","995,266,545","80,577,614,040","0.00","48,983,352",,,
1365,050090,휘닉스소재,"1,160","20","1.8","1,459,026","1,705,946,855","80,201,172,720","0.00","69,138,942",,,
1366,014580,백광소재,"2,900","30","1.0","63,356","184,052,840","79,990,990,000","0.00","27,583,100",,,
1367,010280,쌍용정보통신,"1,975","35","1.8","306,297","592,708,650","79,916,467,150","0.00","40,464,034",,,
1368,207760,미스터블루,"3,305","10","0.3","47,138","156,028,785","79,851,952,970","0.00","24,160,954",,,
1369,065530,전파기지국,"15,100","150","1.0","11,675","175,272,700","79,818,600,000","0.00","5,286,000",,,
1370,083660,CSA 코스믹,"4,040","60","1.5","93,946","377,772,820","79,780,469,640","0.00","19,747,641",,,
1371,170030,현대공업,"5,200","30","0.6","49,602","258,290,930","79,768,000,000","0.00","15,340,000",,,
1372,011500,한농화성,"5,100","30","0.6","61,509","311,473,550","79,748,914,200","0.00","15,637,042",,,
1373,079190,EMW,"2,650","-35","-1.3","165,233","438,870,480","79,694,364,250","0.00","30,073,345",,,
1374,065170,넥스트BT,"2,005","20","1.0","130,870","258,968,455","79,683,393,705","0.00","39,742,341",,,
1375,150440,피노텍,"8,580","30","0.4","1,387","11,871,930","79,678,032,720","0.00","9,286,484",,,
1376,025530,SJM홀딩스,"5,330","-50","-0.9","12,935","68,937,660","79,598,262,640","0.00","14,934,008",,,
1377,037330,인지디스플레,"2,235","-15","-0.7","259,464","577,645,620","79,573,031,310","0.00","35,603,146",,,
1378,011330,유니켐,"1,560","-25","-1.6","116,457","180,989,175","79,529,204,040","0.00","50,980,259",,,
1379,001080,만호제강,"19,150","30","0.0","7,893","150,886,400","79,472,500,000","0.00","4,150,000",,,
1380,033540,파라텍,"7,040","30","0.0","10,216","71,527,380","79,468,667,520","0.00","11,288,163",,,
1381,045510,정원엔시스,"2,465","-15","-0.6","108,203","264,217,490","79,395,904,780","0.00","32,209,292",,,
1382,018620,우진비앤지,"7,030","-80","-1.1","32,387","227,638,660","79,173,048,070","0.00","11,262,169",,,
1383,216400,바이오코아,"11,500","550","5.0","13","134,060","79,099,024,000","0.00","6,878,176",,,
1384,002140,고려산업,"3,170","30","0.0","320,037","1,016,400,005","79,057,977,250","0.00","24,939,425",,,
1385,032940,원익,"6,250","-20","-0.3","26,901","167,862,420","78,965,200,000","0.00","12,634,432",,,
1386,120240,대정화금,"13,050","300","2.4","13,553","174,540,850","78,935,887,350","0.00","6,048,727",,,
1387,025820,이구산업,"2,360","20","0.8","235,098","553,195,995","78,923,120,000","0.00","33,442,000",,,
1388,039010,현대통신,"9,150","30","0.0","82,211","752,176,370","78,918,750,000","0.00","8,625,000",,,
1389,010100,한국프랜지,"12,900","30","0.0","7,161","92,161,450","78,562,083,600","0.00","6,090,084",,,
1390,018290,지엠피,"4,500","-95","-2.1","117,986","529,692,760","78,442,744,500","0.00","17,431,721",,,
1391,032040,C&S자산관리,"2,405","-10","-0.4","116,811","280,775,405","78,294,392,605","0.00","32,554,841",,,
1392,021040,대호피앤씨,"1,070","25","2.4","2,226,405","2,384,130,685","78,230,723,820","0.00","73,112,826",,,
1393,017000,신원종합개발,"7,770","210","2.8","510,765","3,945,054,650","78,228,569,790","0.00","10,068,027",,,
1394,084650,랩지노믹스,"9,150","100","1.1","42,023","380,333,950","78,082,430,850","0.00","8,533,599",,,
1395,250060,모비스,"2,765","30","0.0","472,364","1,310,461,705","78,057,130,655","0.00","28,230,427",,,
1396,001810,무림SP,"3,520","-5","-0.1","76,136","268,811,290","77,924,000,000","0.00","22,137,500",,,
1397,101170,우림기계,"5,770","20","0.4","106,102","606,819,660","77,895,000,000","0.00","13,500,000",,,
1398,067900,와이엔텍,"4,355","165","3.9","280,157","1,199,181,275","77,705,407,065","0.00","17,842,803",,,
1399,089010,켐트로닉스,"6,660","-110","-1.6","107,445","715,650,250","77,644,963,980","0.00","11,658,403",,,
1400,049830,승일,"12,650","-50","-0.4","4,278","54,293,550","77,571,216,800","0.00","6,132,112",,,
1401,039310,세중,"4,280","20","0.5","45,235","194,642,790","77,560,734,760","0.00","18,121,667",,,
1402,001210,금호전기,"11,200","50","0.4","39,700","438,134,200","77,459,771,200","0.00","6,916,051",,,
1403,170920,엘티씨,"10,300","50","0.5","19,645","201,269,450","77,455,412,900","0.00","7,519,943",,,
1404,203650,드림시큐리티,"2,255","65","3.0","219,187","487,538,280","77,359,475,270","0.00","34,305,754",,,
1405,060260,뉴보텍,"3,140","-90","-2.8","16,852,285","54,761,016,940","77,287,705,660","0.00","24,613,919",,,
1406,214680,디알텍,"1,905","-20","-1.0","237,839","455,079,015","77,114,102,820","0.00","40,479,844",,,
1407,041930,동아화성,"4,880","30","0.0","56,562","274,607,370","77,104,000,000","0.00","15,800,000",,,
1408,032680,소프트센,"2,500","60","2.5","1,088,337","2,714,472,005","76,950,650,000","0.00","30,780,260",,,
1409,080010,이상네트웍스,"8,520","300","3.6","80,696","673,995,010","76,807,800,000","0.00","9,015,000",,,
1410,028080,휴맥스홀딩스,"6,090","80","1.3","122,387","750,294,320","76,597,011,540","0.00","12,577,506",,,
1411,066670,디스플레이텍,"4,095","-5","-0.1","52,765","216,006,360","76,543,404,210","0.00","18,691,918",,,
1412,049120,파인디앤씨,"4,080","-70","-1.7","483,328","1,982,526,350","76,507,425,600","0.00","18,751,820",,,
1413,184230,SGA솔루션즈,"2,705","-5","-0.2","377,930","1,019,683,515","76,443,778,785","0.00","28,260,177",,,
1414,121800,비덴트,"4,115","0","0.0","0","0","76,347,113,435","0.00","18,553,369",,,
1415,032960,동일기연,"12,800","-150","-1.2","4,371","55,999,150","76,292,454,400","0.00","5,960,348",,,
1416,052300,W홀딩컴퍼니,"716","1","0.1","602,482","428,685,197","76,266,035,960","0.00","106,516,810",,,
1417,019540,일지테크,"5,640","30","0.0","68,380","384,964,520","76,216,140,000","0.00","13,513,500",,,
1418,078860,아이오케이,"647","4","0.6","644,895","417,950,451","76,111,200,465","0.00","117,637,095",,,
1419,072130,유엔젤,"5,760","-20","-0.4","17,632","102,295,880","76,005,815,040","0.00","13,195,454",,,
1420,081580,성우전자,"4,900","-45","-0.9","55,181","271,159,030","75,989,900,700","0.00","15,508,143",,,
1421,032800,판타지오,"1,520","15","1.0","823,156","1,254,409,035","75,890,777,360","0.00","49,928,143",,,
1422,005360,모나미,"4,010","25","0.6","466,732","1,908,321,225","75,778,201,070","0.00","18,897,307",,,
1423,021050,서원,"1,595","-20","-1.2","354,789","567,432,575","75,721,971,050","0.00","47,474,590",,,
1424,078935,GS우,"42,400","30","0.0","13,502","573,040,700","75,676,622,400","0.00","1,784,826",,,
1425,002720,국제약품,"4,350","65","1.5","72,483","313,834,125","75,675,192,600","0.00","17,396,596",,,
1426,017680,데코앤이,"1,060","30","0.0","574,337","601,870,045","75,576,241,460","0.00","71,298,341",,,
1427,094820,일진파워,"5,010","10","0.2","18,708","93,611,700","75,544,332,090","0.00","15,078,709",,,
1428,017480,삼현철강,"4,785","-50","-1.0","21,013","100,676,175","75,138,328,650","0.00","15,702,890",,,
1429,128820,대성산업,"3,115","5","0.2","79,572","248,879,000","75,033,979,825","0.00","24,087,955",,,
1430,066590,우수AMS,"3,180","40","1.3","212,507","671,709,570","75,030,824,820","0.00","23,594,599",,,
1431,050890,쏠리드,"2,375","130","5.8","1,664,773","3,909,143,705","74,754,089,250","0.00","31,475,406",,,
1432,007120,미래아이앤지,"1,175","30","0.0","689,110","804,081,020","74,715,099,825","0.00","63,587,319",,,
1433,036170,씨티엘,"2,845","-30","-1.0","309,803","885,623,165","74,694,977,125","0.00","26,254,825",,,
1434,009320,대우부품,"1,565","-5","-0.3","204,308","318,979,010","74,566,576,875","0.00","47,646,375",,,
1435,001620,동국실업,"2,535","15","0.6","273,684","693,312,680","74,559,602,520","0.00","29,412,072",,,
1436,198440,고려시멘트,"2,440","-70","-2.8","700,321","1,735,383,010","74,371,102,400","0.00","30,479,960",,,
1437,097870,효성오앤비,"12,800","850","7.1","120,600","1,495,800,950","74,240,000,000","0.00","5,800,000",,,
1438,145210,세화아이엠씨,"6,240","-20","-0.3","8,499","52,756,390","74,147,673,600","0.00","11,882,640",,,
1439,140520,대창스틸,"5,080","-90","-1.7","50,374","257,706,310","73,995,280,000","0.00","14,566,000",,,
1440,033200,모아텍,"5,150","100","2.0","34,681","177,109,190","73,805,602,750","0.00","14,331,185",,,
1441,078600,대주전자재료,"5,470","100","1.9","235,456","1,275,091,920","73,658,790,260","0.00","13,465,958",,,
1442,089850,유비벨록스,"10,350","30","0.0","35,512","367,405,850","73,647,463,950","0.00","7,115,697",,,
1443,002760,보락,"1,225","10","0.8","856,146","1,055,734,735","73,377,500,000","0.00","59,900,000",,,
1444,126870,뉴로스,"5,170","20","0.4","698,615","3,618,357,820","73,372,562,450","0.00","14,191,985",,,
1445,024880,케이피에프,"4,920","30","0.6","36,040","175,939,945","73,242,278,640","0.00","14,886,642",,,
1446,123040,엠에스오토텍,"5,030","-10","-0.2","28,195","141,135,365","73,170,393,940","0.00","14,546,798",,,
1447,014570,고려제약,"6,650","30","0.0","37,571","249,752,520","73,150,000,000","0.00","11,000,000",,,
1448,154040,솔루에타,"6,620","10","0.2","148,950","981,027,960","72,995,535,920","0.00","11,026,516",,,
1449,033340,좋은사람들,"2,760","15","0.6","1,013,625","2,785,320,760","72,898,599,360","0.00","26,412,536",,,
1450,066130,하츠,"5,690","110","2.0","358,122","2,043,910,040","72,832,000,000","0.00","12,800,000",,,
1451,004090,한국석유,"111,000","1,000","0.9","7,180","799,987,000","72,727,200,000","0.00","655,200",,,
1452,037440,희림,"5,220","-70","-1.3","59,600","311,701,230","72,675,319,500","0.00","13,922,475",,,
1453,000157,두산2우B,"73,700","400","0.6","556","40,845,500","72,644,984,500","0.00","985,685",,,
1454,083450,GST,"7,780","30","0.0","122,863","950,542,880","72,492,056,100","0.00","9,317,745",,,
1455,088790,진도,"5,820","70","1.2","14,428","83,453,790","72,445,870,080","0.00","12,447,744",,,
1456,131180,딜리,"2,460","-20","-0.8","98,030","240,445,915","72,201,000,000","0.00","29,350,000",,,
1457,059100,아이컴포넌트,"10,200","100","1.0","40,572","412,909,950","72,122,772,000","0.00","7,070,860",,,
1458,131760,파인텍,"7,420","80","1.1","198,504","1,465,368,790","71,973,977,740","0.00","9,699,997",,,
1459,094360,칩스앤미디어,"9,700","50","0.5","90,392","869,824,250","71,892,781,900","0.00","7,411,627",,,
1460,053260,금강철강,"3,840","-35","-0.9","30,402","116,926,325","71,884,800,000","0.00","18,720,000",,,
1461,119850,지엔씨에너지,"8,690","-30","-0.3","36,426","316,316,860","71,785,291,820","0.00","8,260,678",,,
1462,104040,대성파인텍,"2,545","-55","-2.1","2,606,740","6,663,053,800","71,777,569,015","0.00","28,203,367",,,
1463,216280,원텍,"17,950","-450","-2.4","3","53,850","71,620,500,000","0.00","3,990,000",,,
1464,032540,TJ미디어,"5,140","-10","-0.2","59,184","304,589,490","71,608,470,260","0.00","13,931,609",,,
1465,038160,팍스넷,"6,460","30","0.0","61,908","401,491,740","71,560,785,660","0.00","11,077,521",,,
1466,065350,신성델타테크,"3,475","-45","-1.3","69,948","242,667,295","71,430,546,675","0.00","20,555,553",,,
1467,106520,디지탈옵틱,"3,025","125","4.3","471,875","1,419,368,570","71,398,690,825","0.00","23,602,873",,,
1468,008420,문배철강,"3,480","10","0.3","265,107","908,629,310","71,352,197,400","0.00","20,503,505",,,
1469,226350,아이엠텍,"4,195","-40","-0.9","401,662","1,684,277,855","71,285,635,000","0.00","16,993,000",,,
1470,004270,남성,"1,960","-40","-2.0","32,468","64,130,175","70,975,833,600","0.00","36,212,160",,,
1471,057880,토필드,"4,435","65","1.5","12,337,913","57,693,193,675","70,896,765,770","0.00","15,985,742",,,
1472,057030,와이비엠넷,"4,345","175","4.2","675,410","2,960,788,595","70,878,668,465","0.00","16,312,697",,,
1473,200470,하이셈,"4,035","20","0.5","204,579","820,130,035","70,829,098,800","0.00","17,553,680",,,
1474,015590,대경기계,"780","-8","-1.0","2,056,043","1,604,069,112","70,777,114,200","0.00","90,739,890",,,
1475,024840,갑을메탈,"2,265","-25","-1.1","326,123","745,915,410","70,761,988,440","0.00","31,241,496",,,
1476,007610,선도전기,"3,930","10","0.3","198,780","775,863,385","70,740,000,000","0.00","18,000,000",,,
1477,177350,베셀,"6,320","10","0.2","47,091","297,322,580","70,735,765,760","0.00","11,192,368",,,
1478,066410,투윈글로벌,"1,145","-10","-0.9","156,336","181,297,960","70,613,218,285","0.00","61,670,933",,,
1479,019010,그랜드백화점,"14,650","-100","-0.7","6,903","101,062,950","70,613,000,000","0.00","4,820,000",,,
1480,044380,주연테크,"1,215","-30","-2.4","627,684","770,090,980","70,565,390,865","0.00","58,078,511",,,
1481,065560,큐브스,"8,960","50","0.6","120,413","1,076,958,980","70,139,838,720","0.00","7,828,107",,,
1482,059120,아진엑스텍,"12,450","250","2.0","118,481","1,485,473,800","70,093,500,000","0.00","5,630,000",,,
1483,006880,신송홀딩스,"5,920","30","0.0","37,114","219,348,320","70,026,839,360","0.00","11,828,858",,,
1484,046390,삼화네트웍스,"1,635","30","0.0","141,681","232,111,980","69,950,095,455","0.00","42,782,933",,,
1485,212560,네오오토,"8,870","50","0.6","1,030,242","9,321,521,310","69,850,921,810","0.00","7,874,963",,,
1486,096040,이트론,"385","6","1.6","6,429,957","2,470,825,802","69,822,012,260","0.00","181,355,876",,,
1487,009460,한창제지,"1,170","30","0.0","220,306","257,879,225","69,810,958,620","0.00","59,667,486",,,
1488,004740,보루네오,"969","0","0.0","0","0","69,695,759,112","0.00","71,925,448",,,
1489,054220,비츠로시스,"1,595","5","0.3","593,949","944,780,065","69,639,408,245","0.00","43,661,071",,,
1490,033230,인성정보,"4,075","5","0.1","46,452","188,097,985","69,625,625,225","0.00","17,086,043",,,
1491,010470,오리콤,"6,050","-70","-1.1","33,686","203,362,270","69,567,437,500","0.00","11,498,750",,,
1492,024830,세원물산,"8,330","30","0.0","1,767","14,719,110","69,555,500,000","0.00","8,350,000",,,
1493,208370,셀바스헬스케어,"5,460","90","1.7","33,046","176,835,430","69,490,943,340","0.00","12,727,279",,,
1494,156100,엘앤케이바이오,"7,000","30","0.0","43,244","302,242,170","69,484,534,000","0.00","9,926,362",,,
1495,031310,아이즈비전,"4,405","-15","-0.3","129,811","574,349,165","69,478,188,470","0.00","15,772,574",,,
1496,067920,이글루시큐리티,"6,310","160","2.6","149,110","947,755,610","69,385,510,890","0.00","10,996,119",,,
1497,044180,KD건설,"274","0","0.0","0","0","69,181,217,156","0.00","252,486,194",,,
1498,001290,골든브릿지증권,"1,085","-10","-0.9","435,793","477,443,400","69,154,717,695","0.00","63,737,067",,,
1499,221980,케이디켐,"17,100","200","1.2","4,752","80,581,200","68,995,080,000","0.00","4,034,800",,,
1500,229000,젠큐릭스,"14,900","0","0.0","0","0","68,965,499,300","0.00","4,628,557",,,
1501,039420,케이엘넷,"2,850","-10","-0.4","774,630","2,234,932,245","68,840,980,500","0.00","24,154,730",,,
1502,058220,아리온,"960","19","2.0","3,348,670","3,211,565,114","68,837,150,400","0.00","71,705,365",,,
1503,217950,바이오씨앤디,"19,900","-550","-2.7","101","1,919,900","68,799,434,200","0.00","3,457,258",,,
1504,114450,KPX생명과학,"4,585","-25","-0.5","60,741","278,761,915","68,775,000,000","0.00","15,000,000",,,
1505,073490,이노와이어리스,"11,450","-100","-0.9","31,621","359,375,750","68,728,625,000","0.00","6,002,500",,,
1506,246720,아스타,"7,300","-50","-0.7","21,839","159,552,210","68,638,417,900","0.00","9,402,523",,,
1507,101730,조이맥스,"8,070","-80","-1.0","9,716","78,512,730","68,637,238,380","0.00","8,505,234",,,
1508,196490,디에이테크놀로지,"11,350","-50","-0.4","27,120","303,991,650","68,595,836,100","0.00","6,043,686",,,
